,Reporting Year___x,NTA__,boro___x,NO_count,unit_value_max_max_x,unit_value_min_min_x,unit_value_total_sum_x,unit_value_mean_x,YES_count,unit_value_max_max_y,unit_value_min_min_y,unit_value_total_sum_y,unit_value_mean_y,count_all,vacant_ratio
91,2020 and 2021,BK44,3,292,255.9,23.008064516129032,28264.668084942925,96.7968085100785,35,205.3846153846154,30.08823529411765,3247.294463019797,92.77984180056563,327,0.10703363914373089
92,2019 and 2020,BK45,3,178,372.48046875,17.183035714285715,14475.0248050549,81.32036407334213,32,157.30714285714285,23.30128205128205,1985.3435136030291,62.04198480009466,210,0.1523809523809524
93,2019 and 2020,BK45,3,178,372.48046875,17.183035714285715,14475.0248050549,81.32036407334213,27,284.05263157894734,23.30128205128205,3395.92078547122,125.77484390634147,205,0.13170731707317074
94,2020 and 2021,BK45,3,210,372.48046875,22.44047619047619,23258.362692497565,110.75410805951222,32,157.30714285714285,23.30128205128205,1985.3435136030291,62.04198480009466,242,0.1322314049586777
95,2020 and 2021,BK45,3,210,372.48046875,22.44047619047619,23258.362692497565,110.75410805951222,27,284.05263157894734,23.30128205128205,3395.92078547122,125.77484390634147,237,0.11392405063291139
96,2019 and 2020,BK46,3,100,188.30769230769232,26.7497532082922,6029.486853761338,60.29486853761338,10,105.97058823529412,24.533333333333335,565.027795166198,56.502779516619796,110,0.09090909090909091
97,2019 and 2020,BK46,3,100,188.30769230769232,26.7497532082922,6029.486853761338,60.29486853761338,7,48.735,27.952768729641694,261.05438330739224,37.29348332962746,107,0.06542056074766354
98,2020 and 2021,BK46,3,92,188.30769230769232,26.7497532082922,5485.133073380765,59.62101166718223,10,105.97058823529412,24.533333333333335,565.027795166198,56.502779516619796,102,0.09803921568627451
99,2020 and 2021,BK46,3,92,188.30769230769232,26.7497532082922,5485.133073380765,59.62101166718223,7,48.735,27.952768729641694,261.05438330739224,37.29348332962746,99,0.0707070707070707
100,2019 and 2020,BK50,3,285,540.52734375,28.296703296703296,28680.45187498055,100.63316447361596,29,165.99837442427526,15.74074074074074,2298.0616747458334,79.24350602571839,314,0.09235668789808917
101,2019 and 2020,BK50,3,285,540.52734375,28.296703296703296,28680.45187498055,100.63316447361596,28,224.85714285714286,40.97958642629904,2563.406875682029,91.55024556007245,313,0.08945686900958466
102,2020 and 2021,BK50,3,302,540.52734375,28.296703296703296,31156.72409295924,103.16796057271272,29,165.99837442427526,15.74074074074074,2298.0616747458334,79.24350602571839,331,0.08761329305135952
103,2020 and 2021,BK50,3,302,540.52734375,28.296703296703296,31156.72409295924,103.16796057271272,28,224.85714285714286,40.97958642629904,2563.406875682029,91.55024556007245,330,0.08484848484848485
104,2019 and 2020,BK58,3,353,486.0,8.98421052631579,27145.30424591472,76.8988788836111,28,163.28583561385298,17.975708502024293,1995.3869193680507,71.26381854885895,381,0.07349081364829396
105,2019 and 2020,BK58,3,353,486.0,8.98421052631579,27145.30424591472,76.8988788836111,37,163.28583561385298,18.28125,2594.143310797079,70.11198137289402,390,0.09487179487179487
106,2020 and 2021,BK58,3,359,486.0,15.822222222222223,28347.566661323497,78.96258122931336,28,163.28583561385298,17.975708502024293,1995.3869193680507,71.26381854885895,387,0.07235142118863049
107,2020 and 2021,BK58,3,359,486.0,15.822222222222223,28347.566661323497,78.96258122931336,37,163.28583561385298,18.28125,2594.143310797079,70.11198137289402,396,0.09343434343434344
108,2019 and 2020,BK60,3,400,396.99857752489334,16.666048911391655,22752.380230605006,56.88095057651251,51,125.84615384615384,16.666048911391655,2666.163853829447,52.2777226241068,451,0.1130820399113082
109,2019 and 2020,BK60,3,400,396.99857752489334,16.666048911391655,22752.380230605006,56.88095057651251,61,102.36373748609566,16.666048911391655,3029.01553994031,49.65599245803787,461,0.13232104121475055
110,2020 and 2021,BK60,3,439,396.99857752489334,16.666048911391655,27241.689310880814,62.053961983783175,51,125.84615384615384,16.666048911391655,2666.163853829447,52.2777226241068,490,0.10408163265306122
111,2020 and 2021,BK60,3,439,396.99857752489334,16.666048911391655,27241.689310880814,62.053961983783175,61,102.36373748609566,16.666048911391655,3029.01553994031,49.65599245803787,500,0.122
112,2019 and 2020,BK61,3,434,374.72180244539084,16.654325798908808,33527.75784323682,77.25289825630603,77,171.89146469968387,9.609720176730486,4608.204688600531,59.846814137669234,511,0.1506849315068493
113,2019 and 2020,BK61,3,434,374.72180244539084,16.654325798908808,33527.75784323682,77.25289825630603,70,171.89146469968387,16.654325798908808,4954.474218491732,70.77820312131045,504,0.1388888888888889
114,2020 and 2021,BK61,3,527,308.7613636363636,12.892561983471074,39156.99338014051,74.30169521848295,77,171.89146469968387,9.609720176730486,4608.204688600531,59.846814137669234,604,0.12748344370860928
115,2020 and 2021,BK61,3,527,308.7613636363636,12.892561983471074,39156.99338014051,74.30169521848295,70,171.89146469968387,16.654325798908808,4954.474218491732,70.77820312131045,597,0.11725293132328309
116,2019 and 2020,BK63,3,153,295.69256756756755,22.737610725401005,8953.34691771135,58.518607305302936,25,147.77976577748862,22.737610725401005,1318.2907826864096,52.73163130745638,178,0.1404494382022472
117,2019 and 2020,BK63,3,153,295.69256756756755,22.737610725401005,8953.34691771135,58.518607305302936,24,116.7032967032967,19.70967741935484,1222.470377630221,50.936265734592546,177,0.13559322033898305
118,2020 and 2021,BK63,3,200,295.69256756756755,19.268707482993197,11894.80273061852,59.4740136530926,25,147.77976577748862,22.737610725401005,1318.2907826864096,52.73163130745638,225,0.1111111111111111
119,2020 and 2021,BK63,3,200,295.69256756756755,19.268707482993197,11894.80273061852,59.4740136530926,24,116.7032967032967,19.70967741935484,1222.470377630221,50.936265734592546,224,0.10714285714285714
120,2019 and 2020,BK64,3,108,322.6829268292683,39.59079283887468,15444.155313005269,143.0014380833821,19,218.61726864052085,20.723140495867767,1409.9648101579635,74.20867421884019,127,0.14960629921259844
121,2019 and 2020,BK64,3,108,322.6829268292683,39.59079283887468,15444.155313005269,143.0014380833821,19,263.94849785407723,24.157058273605486,2382.0149837496874,125.36920967103617,127,0.14960629921259844
122,2020 and 2021,BK64,3,87,322.6829268292683,29.131693198263385,12121.951729449813,139.33277849942314,19,218.61726864052085,20.723140495867767,1409.9648101579635,74.20867421884019,106,0.1792452830188679
123,2020 and 2021,BK64,3,87,322.6829268292683,29.131693198263385,12121.951729449813,139.33277849942314,19,263.94849785407723,24.157058273605486,2382.0149837496874,125.36920967103617,106,0.1792452830188679
124,2019 and 2020,BK68,3,144,350.42826552462526,38.46492847254269,17852.61538789098,123.97649574924291,31,249.76331360946745,62.972519083969466,2767.8752626208234,89.28629879422012,175,0.17714285714285713
125,2019 and 2020,BK68,3,144,350.42826552462526,38.46492847254269,17852.61538789098,123.97649574924291,30,263.9273356401384,65.38436991208076,3469.554406020407,115.65181353401357,174,0.1724137931034483
126,2020 and 2021,BK68,3,158,350.42826552462526,34.455882352941174,20735.89639345877,131.2398505915112,31,249.76331360946745,62.972519083969466,2767.8752626208234,89.28629879422012,189,0.164021164021164
127,2020 and 2021,BK68,3,158,350.42826552462526,34.455882352941174,20735.89639345877,131.2398505915112,30,263.9273356401384,65.38436991208076,3469.554406020407,115.65181353401357,188,0.1595744680851064
128,2019 and 2020,BK69,3,205,322.734375,17.151846092648174,17147.819944365136,83.64790216763481,23,134.19471153846155,13.96,1247.0521729500838,54.2196596934819,228,0.10087719298245613
129,2019 and 2020,BK69,3,205,322.734375,17.151846092648174,17147.819944365136,83.64790216763481,31,207.2530864197531,10.7,2372.432901172516,76.53009358621019,236,0.13135593220338984
130,2020 and 2021,BK69,3,184,322.734375,13.595744680851064,15192.093022072691,82.56572294604723,23,134.19471153846155,13.96,1247.0521729500838,54.2196596934819,207,0.1111111111111111
131,2020 and 2021,BK69,3,184,322.734375,13.595744680851064,15192.093022072691,82.56572294604723,31,207.2530864197531,10.7,2372.432901172516,76.53009358621019,215,0.14418604651162792
132,2019 and 2020,BK72,3,115,184.70705064548162,21.869158878504674,6370.3842012646,55.39464522838782,3,52.25613802256138,40.275761973875184,139.53189999643655,46.51063333214552,118,0.025423728813559324
133,2019 and 2020,BK72,3,115,184.70705064548162,21.869158878504674,6370.3842012646,55.39464522838782,3,98.5984998026056,36.02714932126697,214.65023424987135,71.55007808329044,118,0.025423728813559324
134,2020 and 2021,BK72,3,91,184.70705064548162,24.203525687567158,4995.721693888938,54.89804059218613,3,52.25613802256138,40.275761973875184,139.53189999643655,46.51063333214552,94,0.031914893617021274
135,2020 and 2021,BK72,3,91,184.70705064548162,24.203525687567158,4995.721693888938,54.89804059218613,3,98.5984998026056,36.02714932126697,214.65023424987135,71.55007808329044,94,0.031914893617021274
136,2019 and 2020,BK73,3,564,501.6,22.495949594959495,60694.403621939084,107.61419081904093,98,224.74285714285713,19.609756097560975,8888.10827763575,90.6949824248546,662,0.14803625377643503
137,2019 and 2020,BK73,3,564,501.6,22.495949594959495,60694.403621939084,107.61419081904093,123,224.74285714285713,31.614583333333332,12563.093958768099,102.13897527453739,687,0.17903930131004367
138,2020 and 2021,BK73,3,552,501.6,22.495949594959495,58914.81685021336,106.72974067067638,98,224.74285714285713,19.609756097560975,8888.10827763575,90.6949824248546,650,0.15076923076923077
139,2020 and 2021,BK73,3,552,501.6,22.495949594959495,58914.81685021336,106.72974067067638,123,224.74285714285713,31.614583333333332,12563.093958768099,102.13897527453739,675,0.18222222222222223
140,2019 and 2020,BK75,3,275,283.13329121920407,10.861363636363636,17202.62666459615,62.555006053076916,50,169.92,10.861363636363636,3252.074218933809,65.04148437867617,325,0.15384615384615385
141,2019 and 2020,BK75,3,275,283.13329121920407,10.861363636363636,17202.62666459615,62.555006053076916,52,121.81818181818181,10.861363636363636,2889.2385761220667,55.562280310039746,327,0.15902140672782875
142,2020 and 2021,BK75,3,266,187.65,10.861363636363636,16301.321873961448,61.28316493970469,50,169.92,10.861363636363636,3252.074218933809,65.04148437867617,316,0.15822784810126583
143,2020 and 2021,BK75,3,266,187.65,10.861363636363636,16301.321873961448,61.28316493970469,52,121.81818181818181,10.861363636363636,2889.2385761220667,55.562280310039746,318,0.16352201257861634
144,2019 and 2020,BK76,3,412,335.6697819314642,12.425954145994936,50455.06662638367,122.46375394753318,58,237.4,14.016,5521.468590556022,95.19773431993141,470,0.12340425531914893
