,Reporting Year___x,NTA__,boro___x,NO_count,unit_value_max_max_x,unit_value_min_min_x,unit_value_total_sum_x,unit_value_mean_x,YES_count,unit_value_max_max_y,unit_value_min_min_y,unit_value_total_sum_y,unit_value_mean_y,count_all,vacant_ratio
145,2019 and 2020,BK76,3,412,335.6697819314642,12.425954145994936,50455.06662638367,122.46375394753318,67,335.6697819314642,17.961783439490446,7152.388071030818,106.752060761654,479,0.13987473903966596
146,2020 and 2021,BK76,3,427,439.18331885317116,12.425954145994936,52137.73795089939,122.10243079835922,58,237.4,14.016,5521.468590556022,95.19773431993141,485,0.11958762886597939
147,2020 and 2021,BK76,3,427,439.18331885317116,12.425954145994936,52137.73795089939,122.10243079835922,67,335.6697819314642,17.961783439490446,7152.388071030818,106.752060761654,494,0.13562753036437247
148,2019 and 2020,BK77,3,480,404.2279411764706,9.561692307692308,37770.293920839445,78.68811233508218,55,118.93846153846154,12.652854977261242,4209.371248945603,76.53402270810187,535,0.102803738317757
149,2019 and 2020,BK77,3,480,404.2279411764706,9.561692307692308,37770.293920839445,78.68811233508218,39,136.45833333333334,48.24,3313.723038383064,84.96725739443754,519,0.07514450867052024
150,2020 and 2021,BK77,3,446,404.2279411764706,9.561692307692308,36230.336371384765,81.23393805243221,55,118.93846153846154,12.652854977261242,4209.371248945603,76.53402270810187,501,0.10978043912175649
151,2020 and 2021,BK77,3,446,404.2279411764706,9.561692307692308,36230.336371384765,81.23393805243221,39,136.45833333333334,48.24,3313.723038383064,84.96725739443754,485,0.08041237113402062
152,2019 and 2020,BK78,3,368,296.4,16.633928571428573,27435.865606906773,74.55398262746405,40,188.68965517241378,19.104,3108.6285251738414,77.71571312934603,408,0.09803921568627451
153,2019 and 2020,BK78,3,368,296.4,16.633928571428573,27435.865606906773,74.55398262746405,59,188.68965517241378,19.665722379603398,4657.235088357624,78.93618793826481,427,0.13817330210772832
154,2020 and 2021,BK78,3,366,296.4,16.633928571428573,26914.53369041066,73.53697729620399,40,188.68965517241378,19.104,3108.6285251738414,77.71571312934603,406,0.09852216748768473
155,2020 and 2021,BK78,3,366,296.4,16.633928571428573,26914.53369041066,73.53697729620399,59,188.68965517241378,19.665722379603398,4657.235088357624,78.93618793826481,425,0.1388235294117647
156,2019 and 2020,BK79,3,106,208.5,19.134615384615383,5896.143157065685,55.62399204778948,20,76.32920514599904,18.344827586206897,893.245196396937,44.66225981984685,126,0.15873015873015872
157,2019 and 2020,BK79,3,106,208.5,19.134615384615383,5896.143157065685,55.62399204778948,16,94.6978021978022,21.25,746.8179844067337,46.676124025420854,122,0.13114754098360656
158,2020 and 2021,BK79,3,105,381.6818181818182,18.344827586206897,6346.331421798779,60.44125163617885,20,76.32920514599904,18.344827586206897,893.245196396937,44.66225981984685,125,0.16
159,2020 and 2021,BK79,3,105,381.6818181818182,18.344827586206897,6346.331421798779,60.44125163617885,16,94.6978021978022,21.25,746.8179844067337,46.676124025420854,121,0.1322314049586777
160,2019 and 2020,BK81,3,381,389.475,14.530209617755856,23093.26402816004,60.61224154372714,34,79.02,11.199579831932773,1495.8958130207234,43.9969356770801,415,0.0819277108433735
161,2019 and 2020,BK81,3,381,389.475,14.530209617755856,23093.26402816004,60.61224154372714,26,82.22033898305085,12.837012682010334,1197.425281134958,46.05481850519069,407,0.06388206388206388
162,2020 and 2021,BK81,3,353,389.475,23.98784306502118,22247.485204538738,63.02403740662532,34,79.02,11.199579831932773,1495.8958130207234,43.9969356770801,387,0.08785529715762273
163,2020 and 2021,BK81,3,353,389.475,23.98784306502118,22247.485204538738,63.02403740662532,26,82.22033898305085,12.837012682010334,1197.425281134958,46.05481850519069,379,0.06860158311345646
164,2019 and 2020,BK82,3,319,455.85120643431634,18.09,31568.375052410625,98.9604233617888,23,193.64123957091775,12.371907023244189,1342.8162025354022,58.38331315371314,342,0.06725146198830409
165,2019 and 2020,BK82,3,319,455.85120643431634,18.09,31568.375052410625,98.9604233617888,26,163.2593584467243,14.52357071213641,1534.8262070283688,59.0317771933988,345,0.07536231884057971
166,2020 and 2021,BK82,3,314,455.85120643431634,18.09,32185.452793571098,102.50144201774235,23,193.64123957091775,12.371907023244189,1342.8162025354022,58.38331315371314,337,0.06824925816023739
167,2020 and 2021,BK82,3,314,455.85120643431634,18.09,32185.452793571098,102.50144201774235,26,163.2593584467243,14.52357071213641,1534.8262070283688,59.0317771933988,340,0.07647058823529412
168,2019 and 2020,BK83,3,187,256.90909090909093,27.975,13262.861715798581,70.92439420213145,21,137.7,14.629571741169116,1231.5381707807728,58.64467479908442,208,0.10096153846153846
169,2019 and 2020,BK83,3,187,256.90909090909093,27.975,13262.861715798581,70.92439420213145,19,137.7,14.6,1232.5062644107834,64.86875075846228,206,0.09223300970873786
170,2020 and 2021,BK83,3,189,256.90909090909093,14.059171597633137,13536.367636874278,71.62099278769459,21,137.7,14.629571741169116,1231.5381707807728,58.64467479908442,210,0.1
171,2020 and 2021,BK83,3,189,256.90909090909093,14.059171597633137,13536.367636874278,71.62099278769459,19,137.7,14.6,1232.5062644107834,64.86875075846228,208,0.09134615384615384
172,2019 and 2020,BK85,3,60,183.7078651685393,19.875,2989.194659320477,49.819910988674614,12,56.25,14.186666666666667,423.09057295071284,35.25754774589274,72,0.16666666666666666
173,2019 and 2020,BK85,3,60,183.7078651685393,19.875,2989.194659320477,49.819910988674614,5,46.31803074366431,16.77,167.86876499328264,33.57375299865653,65,0.07692307692307693
174,2020 and 2021,BK85,3,68,116.00549019607843,23.0,3178.9052515319454,46.748606640175666,12,56.25,14.186666666666667,423.09057295071284,35.25754774589274,80,0.15
175,2020 and 2021,BK85,3,68,116.00549019607843,23.0,3178.9052515319454,46.748606640175666,5,46.31803074366431,16.77,167.86876499328264,33.57375299865653,73,0.0684931506849315
176,2019 and 2020,BK88,3,630,262.5,18.482142857142858,41735.17153339624,66.24630402126388,42,139.125,18.482142857142858,2343.8273945702745,55.805414156435106,672,0.0625
177,2019 and 2020,BK88,3,630,262.5,18.482142857142858,41735.17153339624,66.24630402126388,38,185.75675675675674,23.787185354691076,2206.63771695825,58.06941360416448,668,0.05688622754491018
178,2020 and 2021,BK88,3,588,262.5,18.482142857142858,38467.0664948428,65.42018111367824,42,139.125,18.482142857142858,2343.8273945702745,55.805414156435106,630,0.06666666666666667
179,2020 and 2021,BK88,3,588,262.5,18.482142857142858,38467.0664948428,65.42018111367824,38,185.75675675675674,23.787185354691076,2206.63771695825,58.06941360416448,626,0.06070287539936102
180,2019 and 2020,BK90,3,361,369.25,17.223930007093877,32056.85215504219,88.80014447380108,52,172.125,16.88421052631579,4627.37131967908,88.98790999382847,413,0.12590799031476999
181,2019 and 2020,BK90,3,361,369.25,17.223930007093877,32056.85215504219,88.80014447380108,44,166.8,20.2704,3976.153219579195,90.3671186267999,405,0.10864197530864197
182,2020 and 2021,BK90,3,363,369.25,16.88421052631579,32410.737502865763,89.28577824480926,52,172.125,16.88421052631579,4627.37131967908,88.98790999382847,415,0.12530120481927712
183,2020 and 2021,BK90,3,363,369.25,16.88421052631579,32410.737502865763,89.28577824480926,44,166.8,20.2704,3976.153219579195,90.3671186267999,407,0.10810810810810811
184,2019 and 2020,BK91,3,253,395.4225352112676,14.728802992518704,18014.487722833834,71.20350878590448,23,123.2,15.46,1405.6356389516784,61.11459299789906,276,0.08333333333333333
185,2019 and 2020,BK91,3,253,395.4225352112676,14.728802992518704,18014.487722833834,71.20350878590448,18,203.11304347826086,15.46,1302.3958698749225,72.35532610416236,271,0.06642066420664207
186,2020 and 2021,BK91,3,267,395.4225352112676,14.642307692307693,19110.77266212635,71.57592757350693,23,123.2,15.46,1405.6356389516784,61.11459299789906,290,0.07931034482758621
187,2020 and 2021,BK91,3,267,395.4225352112676,14.642307692307693,19110.77266212635,71.57592757350693,18,203.11304347826086,15.46,1302.3958698749225,72.35532610416236,285,0.06315789473684211
188,2019 and 2020,BK93,3,23,103.38137682533662,32.919922639883836,2307.31021279729,100.31783533901262,2,103.38137682533662,103.38137682533662,206.76275365067323,103.38137682533662,25,0.08
189,2019 and 2020,BK93,3,23,103.38137682533662,32.919922639883836,2307.31021279729,100.31783533901262,2,103.38137682533662,103.38137682533662,206.76275365067323,103.38137682533662,25,0.08
190,2020 and 2021,BK93,3,23,103.38137682533662,32.919922639883836,2307.31021279729,100.31783533901262,2,103.38137682533662,103.38137682533662,206.76275365067323,103.38137682533662,25,0.08
191,2020 and 2021,BK93,3,23,103.38137682533662,32.919922639883836,2307.31021279729,100.31783533901262,2,103.38137682533662,103.38137682533662,206.76275365067323,103.38137682533662,25,0.08
192,2019 and 2020,BK95,3,184,234.03225806451613,12.598814229249012,12817.333065872563,69.65941883626392,38,97.66912195707597,16.95693779904306,2376.3021548353418,62.534267232508995,222,0.17117117117117117
193,2019 and 2020,BK95,3,184,234.03225806451613,12.598814229249012,12817.333065872563,69.65941883626392,40,113.472,15.3,2532.5648229240305,63.314120573100766,224,0.17857142857142858
194,2020 and 2021,BK95,3,211,234.03225806451613,18.724390243902437,14932.410395217496,70.76971751287913,38,97.66912195707597,16.95693779904306,2376.3021548353418,62.534267232508995,249,0.15261044176706828
195,2020 and 2021,BK95,3,211,234.03225806451613,18.724390243902437,14932.410395217496,70.76971751287913,40,113.472,15.3,2532.5648229240305,63.314120573100766,251,0.1593625498007968
196,2019 and 2020,BK96,3,277,301.45054945054943,17.85,18854.34291231098,68.06621990003964,33,354.0,15.149253731343284,2171.6143055387056,65.8064941072335,310,0.1064516129032258
197,2019 and 2020,BK96,3,277,301.45054945054943,17.85,18854.34291231098,68.06621990003964,27,120.50847457627118,14.419588875453446,1556.663273333126,57.65419530863429,304,0.08881578947368421
198,2020 and 2021,BK96,3,279,301.45054945054943,17.322580645161292,19268.189535922862,69.06161123986689,33,354.0,15.149253731343284,2171.6143055387056,65.8064941072335,312,0.10576923076923077
199,2020 and 2021,BK96,3,279,301.45054945054943,17.322580645161292,19268.189535922862,69.06161123986689,27,120.50847457627118,14.419588875453446,1556.663273333126,57.65419530863429,306,0.08823529411764706
200,2019 and 2020,BK99,3,14,98.859375,25.9875,788.2483695414379,56.303454967245564,18,84.48589725140307,30.190677966101696,1461.1022622494204,81.17234790274557,32,0.5625
201,2019 and 2020,BK99,3,14,98.859375,25.9875,788.2483695414379,56.303454967245564,20,84.48589725140307,79.13722826086956,1682.3353474864734,84.11676737432367,34,0.5882352941176471
202,2020 and 2021,BK99,3,16,98.859375,25.9875,1031.002034495104,64.437627155944,18,84.48589725140307,30.190677966101696,1461.1022622494204,81.17234790274557,34,0.5294117647058824
203,2020 and 2021,BK99,3,16,98.859375,25.9875,1031.002034495104,64.437627155944,20,84.48589725140307,79.13722826086956,1682.3353474864734,84.11676737432367,36,0.5555555555555556
204,2019 and 2020,BX01,2,187,238.39432004369198,15.668987998221958,9857.353432523496,52.713119960018695,18,69.40796795014467,11.34841628959276,739.1204809191929,41.06224893995516,205,0.08780487804878048
205,2019 and 2020,BX01,2,187,238.39432004369198,15.668987998221958,9857.353432523496,52.713119960018695,13,87.0,20.53654024051804,752.1704637302588,57.85926644078914,200,0.065
206,2020 and 2021,BX01,2,192,238.39432004369198,11.34841628959276,9836.551391179324,51.23203849572565,18,69.40796795014467,11.34841628959276,739.1204809191929,41.06224893995516,210,0.08571428571428572
207,2020 and 2021,BX01,2,192,238.39432004369198,11.34841628959276,9836.551391179324,51.23203849572565,13,87.0,20.53654024051804,752.1704637302588,57.85926644078914,205,0.06341463414634146
208,2019 and 2020,BX03,2,186,227.25,16.940925772463597,12251.922149607815,65.87054919143986,25,140.12906744228323,32.26829268292683,1764.076183089348,70.56304732357393,211,0.11848341232227488
209,2019 and 2020,BX03,2,186,227.25,16.940925772463597,12251.922149607815,65.87054919143986,22,117.22058823529412,34.56608811748999,1381.464315295308,62.7938325134231,208,0.10576923076923077
210,2020 and 2021,BX03,2,155,265.4457831325301,32.26829268292683,10624.513405167641,68.5452477752751,25,140.12906744228323,32.26829268292683,1764.076183089348,70.56304732357393,180,0.1388888888888889
211,2020 and 2021,BX03,2,155,265.4457831325301,32.26829268292683,10624.513405167641,68.5452477752751,22,117.22058823529412,34.56608811748999,1381.464315295308,62.7938325134231,177,0.12429378531073447
212,2019 and 2020,BX05,2,370,456.2741116751269,13.379928540086505,35719.6008444995,96.53946174189055,41,456.2741116751269,15.072289156626505,5479.734482815915,133.65206055648574,411,0.09975669099756691
213,2019 and 2020,BX05,2,370,456.2741116751269,13.379928540086505,35719.6008444995,96.53946174189055,42,456.2741116751269,17.952,3337.672476988169,79.46839230924212,412,0.10194174757281553
214,2020 and 2021,BX05,2,367,456.2741116751269,12.173160173160174,34666.81366085009,94.45998272711198,41,456.2741116751269,15.072289156626505,5479.734482815915,133.65206055648574,408,0.10049019607843138
215,2020 and 2021,BX05,2,367,456.2741116751269,12.173160173160174,34666.81366085009,94.45998272711198,42,456.2741116751269,17.952,3337.672476988169,79.46839230924212,409,0.10268948655256724
216,2019 and 2020,BX06,2,274,422.4375,1.5297738595164194,16897.172508500596,61.668512804746705,33,105.45984291867241,1.5297738595164194,1893.9114410547122,57.391255789536736,307,0.10749185667752444
217,2019 and 2020,BX06,2,274,422.4375,1.5297738595164194,16897.172508500596,61.668512804746705,40,106.02,13.363148479427549,2527.8748474373024,63.19687118593256,314,0.12738853503184713
218,2020 and 2021,BX06,2,299,422.4375,12.5625,19954.62565221883,66.73787843551449,33,105.45984291867241,1.5297738595164194,1893.9114410547122,57.391255789536736,332,0.09939759036144578
219,2020 and 2021,BX06,2,299,422.4375,12.5625,19954.62565221883,66.73787843551449,40,106.02,13.363148479427549,2527.8748474373024,63.19687118593256,339,0.11799410029498525
220,2019 and 2020,BX07,2,234,234.55188679245282,14.328034682080926,16159.169804644871,69.05628121643107,17,136.3370677057964,14.328034682080926,750.8271276826483,44.166301628391075,251,0.06772908366533864
221,2019 and 2020,BX07,2,234,234.55188679245282,14.328034682080926,16159.169804644871,69.05628121643107,12,73.7265306122449,23.560917721518987,560.7327967774979,46.727733064791494,246,0.04878048780487805
222,2020 and 2021,BX07,2,251,236.92396313364054,14.328034682080926,17460.593909664898,69.56411916201155,17,136.3370677057964,14.328034682080926,750.8271276826483,44.166301628391075,268,0.06343283582089553
223,2020 and 2021,BX07,2,251,236.92396313364054,14.328034682080926,17460.593909664898,69.56411916201155,12,73.7265306122449,23.560917721518987,560.7327967774979,46.727733064791494,263,0.045627376425855515
224,2019 and 2020,BX08,2,244,455.0314465408805,13.307142857142857,17546.16163677957,71.91049851139168,7,169.171875,20.23113708820404,649.4081756311758,92.7725965187394,251,0.027888446215139442
225,2019 and 2020,BX08,2,244,455.0314465408805,13.307142857142857,17546.16163677957,71.91049851139168,15,169.171875,20.23113708820404,1353.7739255707138,90.25159503804758,259,0.05791505791505792
226,2020 and 2021,BX08,2,225,455.0314465408805,13.307142857142857,15902.976151943001,70.67989400863556,7,169.171875,20.23113708820404,649.4081756311758,92.7725965187394,232,0.03017241379310345
227,2020 and 2021,BX08,2,225,455.0314465408805,13.307142857142857,15902.976151943001,70.67989400863556,15,169.171875,20.23113708820404,1353.7739255707138,90.25159503804758,240,0.0625
228,2019 and 2020,BX09,2,128,368.1372549019608,18.031224489795918,12705.781567662265,99.26391849736144,22,174.94493392070484,51.073279052553666,1889.9574925969478,85.90715875440672,150,0.14666666666666667
229,2019 and 2020,BX09,2,128,368.1372549019608,18.031224489795918,12705.781567662265,99.26391849736144,14,222.01791044776118,33.991002570694086,1368.1922950621508,97.72802107586791,142,0.09859154929577464
230,2020 and 2021,BX09,2,156,368.1372549019608,18.031224489795918,14495.670875459587,92.92096715038197,22,174.94493392070484,51.073279052553666,1889.9574925969478,85.90715875440672,178,0.12359550561797752
231,2020 and 2021,BX09,2,156,368.1372549019608,18.031224489795918,14495.670875459587,92.92096715038197,14,222.01791044776118,33.991002570694086,1368.1922950621508,97.72802107586791,170,0.08235294117647059
232,2019 and 2020,BX10,2,177,326.23233908948197,13.867735470941884,14392.474320528578,81.31341424027445,8,63.7875,16.8551637279597,363.3283185978077,45.416039824725964,185,0.043243243243243246
233,2019 and 2020,BX10,2,177,326.23233908948197,13.867735470941884,14392.474320528578,81.31341424027445,12,121.51490066225166,14.958333333333334,681.8949429747004,56.82457858122503,189,0.06349206349206349
234,2020 and 2021,BX10,2,181,326.23233908948197,12.65267175572519,14354.654667981122,79.30748435348686,8,63.7875,16.8551637279597,363.3283185978077,45.416039824725964,189,0.042328042328042326
235,2020 and 2021,BX10,2,181,326.23233908948197,12.65267175572519,14354.654667981122,79.30748435348686,12,121.51490066225166,14.958333333333334,681.8949429747004,56.82457858122503,193,0.06217616580310881
236,2019 and 2020,BX13,2,278,382.89672544080605,28.98,25839.173743703683,92.94666814281901,32,141.20441213976028,22.714526079641054,2901.0601492558276,90.65812966424461,310,0.1032258064516129
237,2019 and 2020,BX13,2,278,382.89672544080605,28.98,25839.173743703683,92.94666814281901,22,178.618224285755,22.714526079641054,2030.7929454079247,92.30877024581476,300,0.07333333333333333
238,2020 and 2021,BX13,2,310,382.89672544080605,20.314285714285713,28718.668028584394,92.64086460833676,32,141.20441213976028,22.714526079641054,2901.0601492558276,90.65812966424461,342,0.0935672514619883
239,2020 and 2021,BX13,2,310,382.89672544080605,20.314285714285713,28718.668028584394,92.64086460833676,22,178.618224285755,22.714526079641054,2030.7929454079247,92.30877024581476,332,0.06626506024096386
240,2019 and 2020,BX14,2,378,223.67045454545453,12.839852134509897,17094.941421397252,45.22471275501918,31,114.70212765957447,18.41773349309453,1400.1316265632602,45.16553634075033,409,0.07579462102689487
241,2019 and 2020,BX14,2,378,223.67045454545453,12.839852134509897,17094.941421397252,45.22471275501918,32,85.98033707865169,18.41773349309453,1237.4071786467605,38.668974332711265,410,0.07804878048780488
242,2020 and 2021,BX14,2,373,223.67045454545453,12.839852134509897,18319.813548457834,49.114781631254246,31,114.70212765957447,18.41773349309453,1400.1316265632602,45.16553634075033,404,0.07673267326732673
243,2020 and 2021,BX14,2,373,223.67045454545453,12.839852134509897,18319.813548457834,49.114781631254246,32,85.98033707865169,18.41773349309453,1237.4071786467605,38.668974332711265,405,0.07901234567901234
244,2019 and 2020,BX17,2,301,146.24,11.166471277842907,17757.279905125346,58.99428539908753,29,112.2438044206296,15.424929178470254,1665.003906722245,57.413927818008446,330,0.08787878787878788
245,2019 and 2020,BX17,2,301,146.24,11.166471277842907,17757.279905125346,58.99428539908753,24,124.53947368421052,41.3780487804878,1784.0619342753666,74.33591392814027,325,0.07384615384615385
246,2020 and 2021,BX17,2,312,146.24,13.364233547930297,18734.881828319012,60.04769816768914,29,112.2438044206296,15.424929178470254,1665.003906722245,57.413927818008446,341,0.08504398826979472
247,2020 and 2021,BX17,2,312,146.24,13.364233547930297,18734.881828319012,60.04769816768914,24,124.53947368421052,41.3780487804878,1784.0619342753666,74.33591392814027,336,0.07142857142857142
248,2019 and 2020,BX22,2,93,458.76623376623377,19.845,8450.71327716173,90.86788470066377,12,111.3,38.820422535211264,858.357034072239,71.52975283935325,105,0.11428571428571428
249,2019 and 2020,BX22,2,93,458.76623376623377,19.845,8450.71327716173,90.86788470066377,12,111.3,38.820422535211264,970.5383583315038,80.87819652762532,105,0.11428571428571428
250,2020 and 2021,BX22,2,100,291.47727272727275,19.845,8532.942583552836,85.32942583552837,12,111.3,38.820422535211264,858.357034072239,71.52975283935325,112,0.10714285714285714
251,2020 and 2021,BX22,2,100,291.47727272727275,19.845,8532.942583552836,85.32942583552837,12,111.3,38.820422535211264,970.5383583315038,80.87819652762532,112,0.10714285714285714
252,2019 and 2020,BX26,2,161,379.6875,11.9025,7821.265525462174,48.57928897802593,13,127.92857142857143,21.40577204415481,810.8321814680803,62.371706266775405,174,0.07471264367816093
253,2019 and 2020,BX26,2,161,379.6875,11.9025,7821.265525462174,48.57928897802593,11,144.4532667876588,20.65573770491803,691.3499577106993,62.84999615551812,172,0.06395348837209303
254,2020 and 2021,BX26,2,210,379.6875,11.9025,9497.127241658714,45.22441543647007,13,127.92857142857143,21.40577204415481,810.8321814680803,62.371706266775405,223,0.05829596412556054
255,2020 and 2021,BX26,2,210,379.6875,11.9025,9497.127241658714,45.22441543647007,11,144.4532667876588,20.65573770491803,691.3499577106993,62.84999615551812,221,0.049773755656108594
256,2019 and 2020,BX27,2,337,322.57553956834533,10.897727272727273,26234.313279989765,77.84662694358981,28,183.375,10.897727272727273,1357.586481648991,48.48523148746396,365,0.07671232876712329
257,2019 and 2020,BX27,2,337,322.57553956834533,10.897727272727273,26234.313279989765,77.84662694358981,31,163.45630601792573,10.897727272727273,1667.9020889893336,53.80329319320431,368,0.08423913043478261
258,2020 and 2021,BX27,2,367,322.57553956834533,10.897727272727273,27050.621478014615,73.70741547142947,28,183.375,10.897727272727273,1357.586481648991,48.48523148746396,395,0.07088607594936709
259,2020 and 2021,BX27,2,367,322.57553956834533,10.897727272727273,27050.621478014615,73.70741547142947,31,163.45630601792573,10.897727272727273,1667.9020889893336,53.80329319320431,398,0.07788944723618091
260,2019 and 2020,BX28,2,183,272.992700729927,10.281021897810218,8972.286123231124,49.02888591929576,8,63.71320754716981,23.529959062151097,347.32710071690906,43.41588758961363,191,0.041884816753926704
261,2019 and 2020,BX28,2,183,272.992700729927,10.281021897810218,8972.286123231124,49.02888591929576,15,65.70378151260505,21.465959451442927,567.7926424299455,37.852842828663036,198,0.07575757575757576
262,2020 and 2021,BX28,2,168,272.992700729927,10.281021897810218,8181.501120986961,48.6994114344462,8,63.71320754716981,23.529959062151097,347.32710071690906,43.41588758961363,176,0.045454545454545456
263,2020 and 2021,BX28,2,168,272.992700729927,10.281021897810218,8181.501120986961,48.6994114344462,15,65.70378151260505,21.465959451442927,567.7926424299455,37.852842828663036,183,0.08196721311475409
264,2019 and 2020,BX29,2,369,404.88157894736844,13.79732142857143,36677.13675449933,99.39603456503885,36,231.06541895604394,16.28965517241379,3126.202180669831,86.83894946305085,405,0.08888888888888889
265,2019 and 2020,BX29,2,369,404.88157894736844,13.79732142857143,36677.13675449933,99.39603456503885,39,231.06541895604394,24.873563218390803,3455.703527939155,88.60778276767064,408,0.09558823529411764
266,2020 and 2021,BX29,2,360,404.88157894736844,13.79732142857143,37366.29056371407,103.79525156587242,36,231.06541895604394,16.28965517241379,3126.202180669831,86.83894946305085,396,0.09090909090909091
267,2020 and 2021,BX29,2,360,404.88157894736844,13.79732142857143,37366.29056371407,103.79525156587242,39,231.06541895604394,24.873563218390803,3455.703527939155,88.60778276767064,399,0.09774436090225563
268,2019 and 2020,BX30,2,140,321.3078187367927,22.714285714285715,11432.328048417206,81.6594860601229,5,148.67032503165893,34.977849375755135,444.39440575603396,88.8788811512068,145,0.034482758620689655
269,2019 and 2020,BX30,2,140,321.3078187367927,22.714285714285715,11432.328048417206,81.6594860601229,4,102.57954545454545,34.977849375755135,263.6020892896855,65.90052232242138,144,0.027777777777777776
270,2020 and 2021,BX30,2,148,321.3078187367927,15.813528336380257,12174.79746974746,82.26214506586122,5,148.67032503165893,34.977849375755135,444.39440575603396,88.8788811512068,153,0.032679738562091505
271,2020 and 2021,BX30,2,148,321.3078187367927,15.813528336380257,12174.79746974746,82.26214506586122,4,102.57954545454545,34.977849375755135,263.6020892896855,65.90052232242138,152,0.02631578947368421
272,2019 and 2020,BX31,2,134,207.8181818181818,22.2158438576349,8910.443244553991,66.49584510861187,11,107.654306075613,41.00616990982439,800.5323187382576,72.7756653398416,145,0.07586206896551724
273,2019 and 2020,BX31,2,134,207.8181818181818,22.2158438576349,8910.443244553991,66.49584510861187,6,107.654306075613,37.288636363636364,501.61426815964444,83.60237802660741,140,0.04285714285714286
274,2020 and 2021,BX31,2,151,171.09375,22.2158438576349,9789.758907201203,64.83284044504109,11,107.654306075613,41.00616990982439,800.5323187382576,72.7756653398416,162,0.06790123456790123
275,2020 and 2021,BX31,2,151,171.09375,22.2158438576349,9789.758907201203,64.83284044504109,6,107.654306075613,37.288636363636364,501.61426815964444,83.60237802660741,157,0.03821656050955414
276,2019 and 2020,BX33,2,182,148.13019390581718,10.48368433233048,7939.043222914418,43.62111660941988,23,87.61895698515417,10.48368433233048,1209.9196404178697,52.60520175729868,205,0.11219512195121951
277,2019 and 2020,BX33,2,182,148.13019390581718,10.48368433233048,7939.043222914418,43.62111660941988,19,76.4990328820116,10.48368433233048,716.2506031282687,37.69740016464572,201,0.0945273631840796
278,2020 and 2021,BX33,2,225,148.13019390581718,10.48368433233048,9983.150857537983,44.36955936683548,23,87.61895698515417,10.48368433233048,1209.9196404178697,52.60520175729868,248,0.09274193548387097
279,2020 and 2021,BX33,2,225,148.13019390581718,10.48368433233048,9983.150857537983,44.36955936683548,19,76.4990328820116,10.48368433233048,716.2506031282687,37.69740016464572,244,0.0778688524590164
280,2019 and 2020,BX34,2,384,348.54735618826265,8.767447059950813,28293.56945303386,73.681170450609,59,348.54735618826265,17.090456611123134,4541.419360029887,76.97320949203198,443,0.13318284424379231
281,2019 and 2020,BX34,2,384,348.54735618826265,8.767447059950813,28293.56945303386,73.681170450609,55,389.8125,17.090456611123134,4493.669746578707,81.70308630143104,439,0.1252847380410023
282,2020 and 2021,BX34,2,397,389.8125,8.767447059950813,29616.02416484304,74.59955709028473,59,348.54735618826265,17.090456611123134,4541.419360029887,76.97320949203198,456,0.12938596491228072
283,2020 and 2021,BX34,2,397,389.8125,8.767447059950813,29616.02416484304,74.59955709028473,55,389.8125,17.090456611123134,4493.669746578707,81.70308630143104,452,0.12168141592920353
284,2019 and 2020,BX35,2,230,205.25,10.492359932088286,11377.185651460935,49.466024571569285,35,104.5625,10.492359932088286,1416.7605717900535,40.478873479715816,265,0.1320754716981132
285,2019 and 2020,BX35,2,230,205.25,10.492359932088286,11377.185651460935,49.466024571569285,18,48.44788732394366,4.659685863874346,473.39009948691256,26.299449971495143,248,0.07258064516129033
286,2020 and 2021,BX35,2,225,138.02083333333334,12.167523879500367,10386.080005002164,46.1603555777874,35,104.5625,10.492359932088286,1416.7605717900535,40.478873479715816,260,0.1346153846153846
287,2020 and 2021,BX35,2,225,138.02083333333334,12.167523879500367,10386.080005002164,46.1603555777874,18,48.44788732394366,4.659685863874346,473.39009948691256,26.299449971495143,243,0.07407407407407407
288,2019 and 2020,BX36,2,264,221.6949152542373,12.016042498548787,14570.919738861545,55.19287779871797,19,138.30882352941177,12.016042498548787,1039.7208495392194,54.722149975748394,283,0.06713780918727916
289,2019 and 2020,BX36,2,264,221.6949152542373,12.016042498548787,14570.919738861545,55.19287779871797,20,105.39188438021122,12.016042498548787,1193.6904864950714,59.68452432475357,284,0.07042253521126761
290,2020 and 2021,BX36,2,272,221.6949152542373,12.016042498548787,15339.512060727619,56.395264929145654,19,138.30882352941177,12.016042498548787,1039.7208495392194,54.722149975748394,291,0.06529209621993128
291,2020 and 2021,BX36,2,272,221.6949152542373,12.016042498548787,15339.512060727619,56.395264929145654,20,105.39188438021122,12.016042498548787,1193.6904864950714,59.68452432475357,292,0.0684931506849315
292,2019 and 2020,BX37,2,337,536.3636363636364,9.945,19591.811680160477,58.13593970374029,32,107.95,11.196172248803828,1824.247409319338,57.00773154122931,369,0.08672086720867209
293,2019 and 2020,BX37,2,337,536.3636363636364,9.945,19591.811680160477,58.13593970374029,28,95.25,13.241194828354882,1544.626821650121,55.165243630361466,365,0.07671232876712329
294,2020 and 2021,BX37,2,349,536.3636363636364,12.614285714285714,20578.39017147246,58.96386868616751,32,107.95,11.196172248803828,1824.247409319338,57.00773154122931,381,0.08398950131233596
295,2020 and 2021,BX37,2,349,536.3636363636364,12.614285714285714,20578.39017147246,58.96386868616751,28,95.25,13.241194828354882,1544.626821650121,55.165243630361466,377,0.07427055702917772
